,X,Y,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
57132,-118.25666667,36.3000000000001,57133,57646,FS-282180,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,16,,,,,,,,,1993,1993-06-20 17:00:00.0000000,172,11:50:00.0000000,1,Lightning,1993-06-21 00:00:00.0000000,172.0,11:52:00.0000000,0.1,A,36.3,-118.25666667,5,USFS,CA,,,
57133,-118.18333333,36.365,57134,57647,FS-282181,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,17,,,,,,,,,1993,1993-06-20 17:00:00.0000000,172,11:15:00.0000000,1,Lightning,1993-06-21 00:00:00.0000000,172.0,11:17:00.0000000,0.1,A,36.365,-118.18333333,5,USFS,CA,,,
57134,-118.255,36.1816666700001,57135,57648,FS-282182,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,19,,,,,,,,,1993,1993-06-20 17:00:00.0000000,172,11:00:00.0000000,1,Lightning,1993-06-23 00:00:00.0000000,174.0,14:30:00.0000000,0.3,B,36.18166667,-118.255,5,USFS,CA,,,
57135,-118.29333333,36.26333333,57136,57649,FS-282183,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,20,,,,,,,,,1993,1993-06-20 17:00:00.0000000,172,10:45:00.0000000,1,Lightning,1993-06-21 00:00:00.0000000,172.0,21:00:00.0000000,0.1,A,36.26333333,-118.29333333,5,USFS,CA,,,
57136,-118.2625,36.20277778,57137,57650,FS-282184,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,24,,,CASA,,,,,,1993,1993-06-22 17:00:00.0000000,174,15:30:00.0000000,1,Lightning,1993-06-23 00:00:00.0000000,174.0,19:30:00.0000000,0.1,A,36.20277778,-118.2625,5,USFS,CA,,,
57137,-118.29833333,36.26,57138,57651,FS-282185,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,27,,,,,,,,,1993,1993-07-03 17:00:00.0000000,185,10:01:00.0000000,1,Lightning,1993-07-06 00:00:00.0000000,187.0,14:30:00.0000000,0.1,A,36.26,-118.29833333,5,USFS,CA,,,
57138,-118.35,36.8333333300001,57139,57652,FS-282186,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,28,,,,,,,,,1993,1993-07-03 17:00:00.0000000,185,12:30:00.0000000,4,Campfire,1993-07-05 00:00:00.0000000,186.0,18:00:00.0000000,0.5,B,36.83333333,-118.35,5,USFS,CA,,,
57139,-118.24833333,36.5916666700001,57140,57653,FS-282187,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,29,,,,,,,,,1993,1993-07-05 17:00:00.0000000,187,16:00:00.0000000,4,Campfire,1993-07-06 00:00:00.0000000,187.0,19:45:00.0000000,0.1,A,36.59166667,-118.24833333,5,USFS,CA,,,
57140,-118.05,36.34666667,57141,57654,FS-282188,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,38,,,,,,,,,1993,1993-08-01 17:00:00.0000000,214,17:10:00.0000000,1,Lightning,1993-08-02 00:00:00.0000000,214.0,18:30:00.0000000,0.1,A,36.34666667,-118.05,5,USFS,CA,,,
57141,-118.18333333,36.5516666700001,57142,57655,FS-282189,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,43,,,,,,,,,1993,1993-08-02 17:00:00.0000000,215,15:45:00.0000000,1,Lightning,1993-08-03 00:00:00.0000000,215.0,16:31:00.0000000,0.1,A,36.55166667,-118.18333333,5,USFS,CA,,,
57142,-118.24,36.63833333,57143,57656,FS-282190,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,44,,,,,,,,,1993,1993-08-02 17:00:00.0000000,215,15:50:00.0000000,1,Lightning,1993-08-03 00:00:00.0000000,215.0,16:31:00.0000000,0.1,A,36.63833333,-118.24,5,USFS,CA,,,
57143,-118.15,36.45166667,57144,57657,FS-282191,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,51,,,,,,,,,1993,1993-08-03 17:00:00.0000000,216,15:30:00.0000000,1,Lightning,1993-08-04 00:00:00.0000000,216.0,19:00:00.0000000,0.1,A,36.45166667,-118.15,5,USFS,CA,,,
57144,-118.195,36.4800000000001,57145,57658,FS-282192,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,53,,,,,,,,,1993,1993-08-03 17:00:00.0000000,216,15:30:00.0000000,1,Lightning,1993-08-06 00:00:00.0000000,218.0,10:30:00.0000000,0.1,A,36.48,-118.195,5,USFS,CA,,,
57145,-118.215,36.45166667,57146,57659,FS-282193,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,55,,,,,,,,,1993,1993-08-04 17:00:00.0000000,217,17:30:00.0000000,1,Lightning,1993-08-06 00:00:00.0000000,218.0,17:30:00.0000000,0.1,A,36.45166667,-118.215,5,USFS,CA,,,
57146,-118.16666667,36.5033333300001,57147,57660,FS-282194,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,60,,,,,,,,,1993,1993-08-21 17:00:00.0000000,234,20:37:00.0000000,9,Miscellaneous,1993-08-23 00:00:00.0000000,235.0,16:00:00.0000000,0.1,A,36.50333333,-118.16666667,5,USFS,CA,,,
57147,-118.37027778,36.36166667,57148,57661,FS-282195,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,65,,,OVERLOOK,,,,,,1993,1993-08-27 17:00:00.0000000,240,10:00:00.0000000,1,Lightning,1993-08-28 00:00:00.0000000,240.0,10:31:00.0000000,0.1,A,36.36166667,-118.37027778,5,USFS,CA,,,
57148,-118.38805556,36.3058333299999,57149,57662,FS-282196,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,68,,,ROUGH,,,,,,1993,1993-08-29 17:00:00.0000000,242,13:00:00.0000000,1,Lightning,1993-08-31 00:00:00.0000000,243.0,14:30:00.0000000,0.1,A,36.30583333,-118.38805556,5,USFS,CA,,,
69531,-119.14833333,38.01833333,69532,70274,FS-294929,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,3,,,,,,,,,1994,1994-04-23 17:00:00.0000000,114,16:15:00.0000000,9,Miscellaneous,1994-04-24 00:00:00.0000000,114.0,16:52:00.0000000,0.1,A,38.01833333,-119.14833333,5,USFS,CA,,,
69532,-119.09333333,37.8033333300001,69533,70275,FS-294930,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,4,,,,,,,,,1994,1994-04-29 17:00:00.0000000,120,21:11:00.0000000,1,Lightning,1994-04-30 00:00:00.0000000,120.0,21:35:00.0000000,0.1,A,37.80333333,-119.09333333,5,USFS,CA,,,
69533,-119.09333333,37.7600000000001,69534,70276,FS-294931,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,5,,,,,,,,,1994,1994-05-06 17:00:00.0000000,127,17:33:00.0000000,1,Lightning,1994-05-07 00:00:00.0000000,127.0,18:08:00.0000000,0.1,A,37.76,-119.09333333,5,USFS,CA,,,
69534,-118.94666667,37.7450000000001,69535,70277,FS-294932,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,6,,,,,,,,,1994,1994-05-09 17:00:00.0000000,130,12:07:00.0000000,1,Lightning,1994-05-10 00:00:00.0000000,130.0,15:03:00.0000000,0.2,A,37.745,-118.94666667,5,USFS,CA,,,
69535,-119.03833333,38.06166667,69536,70278,FS-294933,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,10,,,,,,,,,1994,1994-05-29 17:00:00.0000000,150,21:18:00.0000000,1,Lightning,1994-05-30 00:00:00.0000000,150.0,22:25:00.0000000,0.1,A,38.06166667,-119.03833333,5,USFS,CA,,,
69536,-119.16666667,37.93333333,69537,70279,FS-294934,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,17,,,,,,,,,1994,1994-06-25 17:00:00.0000000,177,18:00:00.0000000,4,Campfire,1994-06-26 00:00:00.0000000,177.0,19:30:00.0000000,0.1,A,37.93333333,-119.16666667,5,USFS,CA,,,
69537,-119.16666667,37.7600000000001,69538,70280,FS-294935,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,20,,,,,,,,,1994,1994-06-30 17:00:00.0000000,182,14:00:00.0000000,4,Campfire,1994-07-01 00:00:00.0000000,182.0,18:30:00.0000000,0.1,A,37.76,-119.16666667,5,USFS,CA,,,
69538,-119.25833333,37.9466666700001,69539,70281,FS-294936,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,24,,,,,,,,,1994,1994-07-12 17:00:00.0000000,194,10:00:00.0000000,4,Campfire,1994-07-13 00:00:00.0000000,194.0,10:20:00.0000000,0.1,A,37.94666667,-119.25833333,5,USFS,CA,,,
69539,-118.74333333,38.04833333,69540,70282,FS-294937,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,31,,,,,,,,,1994,1994-07-21 17:00:00.0000000,203,14:22:00.0000000,1,Lightning,1994-07-22 00:00:00.0000000,203.0,20:45:00.0000000,0.1,A,38.04833333,-118.74333333,5,USFS,CA,,,
69540,-118.725,37.8033333300001,69541,70283,FS-294938,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,32,,,,,,,,,1994,1994-07-21 17:00:00.0000000,203,14:53:00.0000000,1,Lightning,1994-07-25 00:00:00.0000000,206.0,17:00:00.0000000,25.0,C,37.80333333,-118.725,5,USFS,CA,,,
69541,-118.715,38.01833333,69542,70284,FS-294939,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,33,,,,,,,,,1994,1994-07-21 17:00:00.0000000,203,14:30:00.0000000,1,Lightning,1994-07-23 00:00:00.0000000,204.0,10:30:00.0000000,0.1,A,38.01833333,-118.715,5,USFS,CA,,,
69542,-118.76166667,38.06166667,69543,70285,FS-294940,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,34,,,,,,,,,1994,1994-07-21 17:00:00.0000000,203,14:54:00.0000000,1,Lightning,1994-07-22 00:00:00.0000000,203.0,20:00:00.0000000,0.1,A,38.06166667,-118.76166667,5,USFS,CA,,,
69543,-118.78,38.01833333,69544,70286,FS-294941,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,35,,,,,,,,,1994,1994-07-21 17:00:00.0000000,203,17:31:00.0000000,1,Lightning,1994-07-22 00:00:00.0000000,203.0,17:33:00.0000000,0.1,A,38.01833333,-118.78,5,USFS,CA,,,
69544,-118.92833333,37.83166667,69545,70287,FS-294942,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,37,,,,,,,,,1994,1994-07-21 17:00:00.0000000,203,19:16:00.0000000,1,Lightning,1994-07-23 00:00:00.0000000,204.0,13:30:00.0000000,0.1,A,37.83166667,-118.92833333,5,USFS,CA,,,
69545,-119.20333333,37.7450000000001,69546,70288,FS-294943,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,42,,,,,,,,,1994,1994-08-11 17:00:00.0000000,224,16:00:00.0000000,4,Campfire,1994-08-12 00:00:00.0000000,224.0,16:02:00.0000000,0.1,A,37.745,-119.20333333,5,USFS,CA,,,
69546,-119.16666667,37.7450000000001,69547,70289,FS-294944,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,45,,,,,,,,,1994,1994-08-13 17:00:00.0000000,226,16:00:00.0000000,1,Lightning,1994-08-23 00:00:00.0000000,235.0,18:00:00.0000000,0.6,B,37.745,-119.16666667,5,USFS,CA,,,
69547,-119.22166667,37.7600000000001,69548,70290,FS-294945,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,46,,,,,,,,,1994,1994-08-18 17:00:00.0000000,231,15:00:00.0000000,9,Miscellaneous,1994-08-19 00:00:00.0000000,231.0,18:00:00.0000000,0.1,A,37.76,-119.22166667,5,USFS,CA,,,
69548,-118.74333333,38.105,69549,70291,FS-294946,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,53,,,,,,,,,1994,1994-09-12 17:00:00.0000000,256,13:15:00.0000000,1,Lightning,1994-09-13 00:00:00.0000000,256.0,16:00:00.0000000,0.1,A,38.105,-118.74333333,5,USFS,CA,,,
