,X,Y,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
111974,-118.07833333,36.2466666700001,111975,113138,FS-338152,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,38,,,NINEMILE,,,,,,1998,1998-08-13 17:00:00.0000000,226,15:00:00.0000000,1,Lightning,1998-08-15 00:00:00.0000000,227.0,13:00:00.0000000,0.1,A,36.24666667,-118.07833333,5,USFS,CA,,,
111975,-118.92333333,37.6150000000001,111976,113139,FS-338153,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,39,,1400,BENCH,,,,,,1998,1998-08-14 17:00:00.0000000,227,16:08:00.0000000,1,Lightning,1998-08-16 00:00:00.0000000,228.0,15:08:00.0000000,0.1,A,37.615,-118.92333333,5,USFS,CA,,,
111976,-118.07833333,36.0750000000001,111977,113140,FS-338154,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,40,,,BALL,,,,,,1998,1998-08-13 17:00:00.0000000,226,15:30:00.0000000,1,Lightning,1998-08-14 00:00:00.0000000,226.0,20:00:00.0000000,0.1,A,36.075,-118.07833333,5,USFS,CA,,,
111977,-118.61333333,37.34,111978,113141,FS-338155,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,41,,1575,TOM,,,CA3732211861819980829,TOM,,1998,1998-08-28 17:00:00.0000000,241,08:25:00.0000000,9,Miscellaneous,1998-09-10 00:00:00.0000000,253.0,13:00:00.0000000,3420.0,F,37.34,-118.61333333,6,OTHER FEDERAL,CA,,,
111978,-118.28166667,36.71833333,111979,113142,FS-338156,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,42,,,SHEPHERD,,,,,,1998,1998-08-28 17:00:00.0000000,241,12:40:00.0000000,4,Campfire,1998-08-29 00:00:00.0000000,241.0,13:00:00.0000000,0.1,A,36.71833333,-118.28166667,5,USFS,CA,,,
111979,-118.045,36.23666667,111980,113143,FS-338157,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,43,,,OAK,,,,,,1998,1998-08-29 17:00:00.0000000,242,09:00:00.0000000,1,Lightning,1998-08-30 00:00:00.0000000,242.0,12:00:00.0000000,0.1,A,36.23666667,-118.045,5,USFS,CA,,,
111980,-118.18833333,36.4166666700001,111981,113144,FS-338158,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,44,,,MULKY,,,,,,1998,1998-08-30 17:00:00.0000000,243,16:00:00.0000000,1,Lightning,1998-09-01 00:00:00.0000000,244.0,17:00:00.0000000,0.1,A,36.41666667,-118.18833333,5,USFS,CA,,,
111981,-118.20833333,36.29,111982,113145,FS-338159,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,45,,,FAT COW,,,,,,1998,1998-08-30 17:00:00.0000000,243,17:00:00.0000000,1,Lightning,1998-09-01 00:00:00.0000000,244.0,17:00:00.0000000,0.1,A,36.29,-118.20833333,5,USFS,CA,,,
111982,-118.20833333,36.31833333,111983,113146,FS-338160,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,46,,,TEMPLETON,,,,,,1998,1998-08-30 17:00:00.0000000,243,16:30:00.0000000,1,Lightning,1998-08-31 00:00:00.0000000,243.0,17:30:00.0000000,0.1,A,36.31833333,-118.20833333,5,USFS,CA,,,
111983,-118.12,36.4550000000001,111984,113147,FS-338161,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,47,,,CHANCE,,,,,,1998,1998-08-30 17:00:00.0000000,243,17:30:00.0000000,1,Lightning,1998-08-31 00:00:00.0000000,243.0,18:00:00.0000000,0.1,A,36.455,-118.12,5,USFS,CA,,,
111984,-118.15333333,36.435,111985,113148,FS-338162,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,48,,,PASS,,,,,,1998,1998-08-30 17:00:00.0000000,243,18:30:00.0000000,1,Lightning,1998-09-01 00:00:00.0000000,244.0,13:00:00.0000000,0.1,A,36.435,-118.15333333,5,USFS,CA,,,
111985,-118.19,36.42,111986,113149,FS-338163,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,49,,,TRAIL,,,,,,1998,1998-08-31 17:00:00.0000000,244,16:00:00.0000000,1,Lightning,1998-09-02 00:00:00.0000000,245.0,14:30:00.0000000,0.1,A,36.42,-118.19,5,USFS,CA,,,
111986,-118.08166667,36.17833333,111987,113150,FS-338164,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,50,,,HONEYBEE,,,,,,1998,1998-09-02 17:00:00.0000000,246,12:00:00.0000000,1,Lightning,1998-09-03 00:00:00.0000000,246.0,17:00:00.0000000,0.1,A,36.17833333,-118.08166667,5,USFS,CA,,,
111987,-118.91833333,37.8550000000001,111988,113151,FS-338165,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,51,,1400,SAND,,,,,,1998,1998-09-02 17:00:00.0000000,246,13:40:00.0000000,1,Lightning,1998-09-03 00:00:00.0000000,246.0,15:24:00.0000000,0.1,A,37.855,-118.91833333,5,USFS,CA,,,
111988,-118.90833333,37.8183333300001,111989,113152,FS-338166,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,52,,1400,STUMP,,,,,,1998,1998-09-02 17:00:00.0000000,246,15:43:00.0000000,1,Lightning,1998-09-03 00:00:00.0000000,246.0,16:27:00.0000000,0.1,A,37.81833333,-118.90833333,5,USFS,CA,,,
111989,-118.86833333,37.67166667,111990,113153,FS-338167,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,53,,1400,CHALK,,,,,,1998,1998-09-02 17:00:00.0000000,246,18:01:00.0000000,1,Lightning,1998-09-03 00:00:00.0000000,246.0,21:07:00.0000000,0.2,A,37.67166667,-118.86833333,5,USFS,CA,,,
111990,-118.90333333,37.70833333,111991,113154,FS-338168,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,54,,1400,KNOB,,,,,,1998,1998-09-02 17:00:00.0000000,246,17:42:00.0000000,1,Lightning,1998-09-03 00:00:00.0000000,246.0,21:11:00.0000000,0.2,A,37.70833333,-118.90333333,5,USFS,CA,,,
111991,-118.635,37.73666667,111992,113155,FS-338169,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,55,,1400,CLOVER,,,,,,1998,1998-09-02 17:00:00.0000000,246,20:15:00.0000000,1,Lightning,1998-09-04 00:00:00.0000000,247.0,16:30:00.0000000,0.1,A,37.73666667,-118.635,5,USFS,CA,,,
111992,-118.08166667,36.4550000000001,111993,113156,FS-338170,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,56,,,TIM,,,,,,1998,1998-09-07 17:00:00.0000000,251,21:30:00.0000000,1,Lightning,1998-09-30 00:00:00.0000000,273.0,18:00:00.0000000,0.1,A,36.455,-118.08166667,5,USFS,CA,,,
111993,-118.74333333,38.0916666700001,111994,113157,FS-338171,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,57,,1400,HANKIE,,,,,,1998,1998-09-10 17:00:00.0000000,254,17:55:00.0000000,1,Lightning,1998-09-11 00:00:00.0000000,254.0,19:58:00.0000000,0.1,A,38.09166667,-118.74333333,5,USFS,CA,,,
111994,-118.68666667,37.38333333,111995,113158,FS-338172,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,58,,1400,SCHEELITE,,,,,,1998,1998-09-12 17:00:00.0000000,256,21:00:00.0000000,1,Lightning,1998-09-16 00:00:00.0000000,259.0,12:00:00.0000000,0.1,A,37.38333333,-118.68666667,5,USFS,CA,,,
111995,-118.31833333,36.91666667,111996,113159,FS-338173,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,59,,,POINT,,,,,,1998,1998-09-28 17:00:00.0000000,272,08:00:00.0000000,1,Lightning,1998-10-13 00:00:00.0000000,286.0,18:00:00.0000000,0.1,A,36.91666667,-118.31833333,5,USFS,CA,,,
111996,-118.52333333,37.9033333300001,111997,113160,FS-338174,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,60,,1400,ANTELOPE,,,,,,1998,1998-09-29 17:00:00.0000000,273,08:00:00.0000000,1,Lightning,1998-10-01 00:00:00.0000000,274.0,13:00:00.0000000,0.5,B,37.90333333,-118.52333333,5,USFS,CA,,,
111997,-118.315,36.8883333300001,111998,113161,FS-338175,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,61,,,LOOK,,,,,,1998,1998-09-29 17:00:00.0000000,273,09:30:00.0000000,1,Lightning,1998-10-13 00:00:00.0000000,286.0,18:00:00.0000000,0.1,A,36.88833333,-118.315,5,USFS,CA,,,
111998,-118.79833333,37.8183333300001,111999,113162,FS-338176,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,62,,1400,SENTINAL,,,,,,1998,1998-09-30 17:00:00.0000000,274,15:17:00.0000000,1,Lightning,1998-10-02 00:00:00.0000000,275.0,11:35:00.0000000,0.3,B,37.81833333,-118.79833333,5,USFS,CA,,,
111999,-118.965,37.6300000000001,112000,113163,FS-338177,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,63,,1577,HAY,,,,,,1998,1998-10-18 17:00:00.0000000,292,17:00:00.0000000,8,Children,1998-10-19 00:00:00.0000000,292.0,17:49:00.0000000,0.1,A,37.63,-118.965,5,USFS,CA,,,
112000,-119.09333333,37.66,112001,113164,FS-338178,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,64,,1578,TRAIL,,,,,,1998,1998-10-23 17:00:00.0000000,297,11:10:00.0000000,9,Miscellaneous,1998-10-24 00:00:00.0000000,297.0,14:00:00.0000000,0.1,A,37.66,-119.09333333,5,USFS,CA,,,
112507,-118.94666667,37.7883333299999,112508,113671,FS-338688,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,8,,1565,INDIANA,,,,,,1998,1998-07-11 17:00:00.0000000,193,09:55:00.0000000,9,Miscellaneous,1998-07-15 00:00:00.0000000,196.0,18:15:00.0000000,25.0,C,37.78833333,-118.94666667,5,USFS,CA,,,
112508,-118.94666667,37.7883333299999,112509,113672,FS-338689,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,9,,1566,FUELWOOD,,,,,,1998,1998-07-12 17:00:00.0000000,194,13:19:00.0000000,2,Equipment Use,1998-07-15 00:00:00.0000000,196.0,18:00:00.0000000,4.0,B,37.78833333,-118.94666667,5,USFS,CA,,,
112509,-118.12,36.42666667,112510,113673,FS-338690,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,20,,,COTTONWOOD,,,,,,1998,1998-07-25 17:00:00.0000000,207,14:00:00.0000000,1,Lightning,1998-07-26 00:00:00.0000000,207.0,18:00:00.0000000,0.2,A,36.42666667,-118.12,5,USFS,CA,,,
121217,-118.68388889,37.3858333300001,121218,122430,FS-347485,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,48,,,HUARTE,,,,,,1999,1999-08-24 17:00:00.0000000,237,12:00:00.0000000,1,Lightning,1999-08-25 00:00:00.0000000,237.0,16:00:00.0000000,0.2,A,37.38583333,-118.68388889,5,USFS,CA,,,
121218,-118.16833333,37.3858333300001,121219,122431,FS-347486,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,47,,,BRISTLECONE,,,,,,1999,1999-08-24 17:00:00.0000000,237,10:00:00.0000000,1,Lightning,1999-08-25 00:00:00.0000000,237.0,20:00:00.0000000,0.2,A,37.38583333,-118.16833333,5,USFS,CA,,,
121219,-118.70111111,37.60027778,121220,122432,FS-347487,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,42,,,CASA,,,,,,1999,1999-08-22 17:00:00.0000000,235,12:00:00.0000000,1,Lightning,1999-08-23 00:00:00.0000000,235.0,13:00:00.0000000,0.4,B,37.60027778,-118.70111111,5,USFS,CA,,,
121220,-118.58527778,37.5025000000001,121221,122433,FS-347488,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,57,,,VISTA,,,,,,1999,1999-09-05 17:00:00.0000000,249,07:15:00.0000000,9,Miscellaneous,1999-09-06 00:00:00.0000000,249.0,08:00:00.0000000,0.3,B,37.5025,-118.58527778,5,USFS,CA,,,
121221,-118.7675,37.4022222200001,121222,122434,FS-347489,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,41,,1400,LONG 2,,,,,,1999,1999-08-21 17:00:00.0000000,234,20:00:00.0000000,1,Lightning,1999-08-23 00:00:00.0000000,235.0,14:00:00.0000000,0.1,A,37.40222222,-118.7675,5,USFS,CA,,,
121222,-118.68388889,37.5025000000001,121223,122435,FS-347490,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,40,,,SAND,,,,,,1999,1999-08-21 17:00:00.0000000,234,17:30:00.0000000,1,Lightning,1999-08-22 00:00:00.0000000,234.0,18:00:00.0000000,0.3,B,37.5025,-118.68388889,5,USFS,CA,,,
121223,-118.65,37.4022222200001,121224,122436,FS-347491,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,39,,,WHEELER,,,,,,1999,1999-08-21 17:00:00.0000000,234,17:30:00.0000000,1,Lightning,1999-08-22 00:00:00.0000000,234.0,20:00:00.0000000,1.2,B,37.40222222,-118.65,5,USFS,CA,,,
121224,-118.8525,37.71916667,121225,122437,FS-347492,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,29,,,BEER,,,,,,1999,1999-08-12 17:00:00.0000000,225,05:30:00.0000000,2,Equipment Use,1999-08-13 00:00:00.0000000,225.0,05:55:00.0000000,0.2,A,37.71916667,-118.8525,5,USFS,CA,,,
121225,-118.66722222,37.60027778,121226,122438,FS-347493,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,35,,,DIABLO,,,,,,1999,1999-08-20 17:00:00.0000000,233,22:00:00.0000000,1,Lightning,1999-08-21 00:00:00.0000000,233.0,23:59:00.0000000,0.3,B,37.60027778,-118.66722222,5,USFS,CA,,,
121226,-118.6025,37.6166666700001,121227,122439,FS-347494,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,34,,,ROUND,,,,,,1999,1999-08-20 17:00:00.0000000,233,23:48:00.0000000,1,Lightning,1999-08-22 00:00:00.0000000,234.0,12:50:00.0000000,0.2,A,37.61666667,-118.6025,5,USFS,CA,,,
121227,-118.36777778,37.0008333300001,121228,122440,FS-347495,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,27,,,STECKER,,,,,,1999,1999-08-10 17:00:00.0000000,223,12:00:00.0000000,1,Lightning,1999-08-12 00:00:00.0000000,224.0,07:00:00.0000000,2.0,B,37.00083333,-118.36777778,5,USFS,CA,,,
121228,-118.94444444,37.6877777800001,121229,122441,FS-347496,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,23,,1400,BENCH,,,,,,1999,1999-08-09 17:00:00.0000000,222,07:32:00.0000000,1,Lightning,1999-08-10 00:00:00.0000000,222.0,13:45:00.0000000,0.1,A,37.68777778,-118.94444444,5,USFS,CA,,,
121229,-118.18472222,37.6516666700001,121230,122442,FS-347498,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,4,,,WHITE,,,,,,1999,1999-05-24 17:00:00.0000000,145,21:30:00.0000000,1,Lightning,1999-05-26 00:00:00.0000000,146.0,09:30:00.0000000,0.5,B,37.65166667,-118.18472222,5,USFS,CA,,,
121230,-118.98333333,37.8191666700001,121231,122443,FS-347499,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,53,,,TAYLOR,,,,,,1999,1999-08-25 17:00:00.0000000,238,13:35:00.0000000,1,Lightning,1999-08-26 00:00:00.0000000,238.0,17:00:00.0000000,0.1,A,37.81916667,-118.98333333,5,USFS,CA,,,
121231,-119.03416667,37.8516666700001,121232,122444,FS-347500,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,32,,,CRATER II,,,,,,1999,1999-08-19 17:00:00.0000000,232,06:15:00.0000000,4,Campfire,1999-08-20 00:00:00.0000000,232.0,10:30:00.0000000,0.1,A,37.85166667,-119.03416667,5,USFS,CA,,,
121232,-118.93083333,37.8191666700001,121233,122445,FS-347501,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,25,,,RUBY,,,,,,1999,1999-08-09 17:00:00.0000000,222,08:28:00.0000000,1,Lightning,1999-08-10 00:00:00.0000000,222.0,12:05:00.0000000,0.1,A,37.81916667,-118.93083333,5,USFS,CA,,,
121233,-119.10194444,37.7672222200001,121234,122446,FS-347502,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,20,,,REVERSE,,,,,,1999,1999-07-30 17:00:00.0000000,212,15:30:00.0000000,1,Lightning,1999-07-31 00:00:00.0000000,212.0,19:24:00.0000000,0.3,B,37.76722222,-119.10194444,5,USFS,CA,,,
121234,-119.10194444,37.78416667,121235,122447,FS-347503,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,19,,,CRAG,,,,,,1999,1999-07-30 17:00:00.0000000,212,15:00:00.0000000,1,Lightning,1999-07-31 00:00:00.0000000,212.0,18:00:00.0000000,0.3,B,37.78416667,-119.10194444,5,USFS,CA,,,
121235,-119.06666667,37.81666667,121236,122448,FS-347504,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,14,,,RANGE,,,,,,1999,1999-07-10 17:00:00.0000000,192,18:20:00.0000000,1,Lightning,1999-07-11 00:00:00.0000000,192.0,18:50:00.0000000,0.1,A,37.81666667,-119.06666667,5,USFS,CA,,,
121236,-119.03777778,37.86861111,121237,122449,FS-347505,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,13,,,SAGE,,,,,,1999,1999-07-10 17:00:00.0000000,192,17:44:00.0000000,1,Lightning,1999-07-11 00:00:00.0000000,192.0,20:55:00.0000000,0.1,A,37.86861111,-119.03777778,5,USFS,CA,,,
121237,-119.01833333,37.8688888900001,121238,122450,FS-347506,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,12,,,CRATER,,,,,,1999,1999-07-10 17:00:00.0000000,192,17:42:00.0000000,1,Lightning,1999-07-11 00:00:00.0000000,192.0,18:30:00.0000000,1.0,B,37.86888889,-119.01833333,5,USFS,CA,,,
121238,-119.01888889,37.87777778,121239,122451,FS-347507,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,11,,,WEST,,,,,,1999,1999-07-10 17:00:00.0000000,192,17:40:00.0000000,1,Lightning,1999-07-11 00:00:00.0000000,192.0,19:30:00.0000000,1.0,B,37.87777778,-119.01888889,5,USFS,CA,,,
121239,-119.13583333,38.0008333300001,121240,122452,FS-347508,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,7,,,SHRIMP,,,,,,1999,1999-06-18 17:00:00.0000000,170,07:45:00.0000000,9,Miscellaneous,1999-06-19 00:00:00.0000000,170.0,08:10:00.0000000,0.1,A,38.00083333,-119.13583333,5,USFS,CA,,,
121240,-119.10416667,37.8588888900001,121241,122453,FS-347509,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,6,,,GRANT,,,,,,1999,1999-06-10 17:00:00.0000000,162,22:30:00.0000000,9,Miscellaneous,1999-06-12 00:00:00.0000000,163.0,00:19:00.0000000,0.1,A,37.85888889,-119.10416667,5,USFS,CA,,,
121241,-118.63472222,37.15055556,121242,122454,FS-347510,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,72,,,CHOCOLATE,,,,,,1999,1999-10-14 17:00:00.0000000,288,12:00:00.0000000,4,Campfire,1999-10-15 00:00:00.0000000,288.0,21:30:00.0000000,0.1,A,37.15055556,-118.63472222,5,USFS,CA,,,
121242,-118.99916667,37.66722222,121243,122455,FS-347511,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,78,,1663,SCENIC,,,,,,1999,1999-12-16 16:00:00.0000000,351,00:01:00.0000000,4,Campfire,1999-12-17 00:00:00.0000000,351.0,02:15:00.0000000,0.1,A,37.66722222,-118.99916667,5,USFS,CA,,,
121243,-118.29833333,36.2286111100001,121244,122456,FS-347512,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,74,,,JORDAN,,,,,,1999,1999-10-26 17:00:00.0000000,300,10:00:00.0000000,4,Campfire,1999-10-28 00:00:00.0000000,301.0,10:00:00.0000000,2.0,B,36.22861111,-118.29833333,5,USFS,CA,,,
121244,-118.24444444,36.21388889,121245,122457,FS-347513,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,65,,,DRY,,,,,,1999,1999-09-19 17:00:00.0000000,263,10:00:00.0000000,1,Lightning,1999-09-20 00:00:00.0000000,263.0,16:00:00.0000000,0.1,A,36.21388889,-118.24444444,5,USFS,CA,,,
121245,-118.1725,36.28666667,121246,122458,FS-347514,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,66,,,BROWN,,,,,,1999,1999-09-18 17:00:00.0000000,262,15:30:00.0000000,1,Lightning,1999-09-20 00:00:00.0000000,263.0,13:30:00.0000000,0.1,A,36.28666667,-118.1725,5,USFS,CA,,,
121246,-118.03527778,36.3013888900001,121247,122459,FS-347515,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,10,,1400,GEYSER,,,,,,1999,1999-07-09 17:00:00.0000000,191,09:00:00.0000000,1,Lightning,1999-07-10 00:00:00.0000000,191.0,16:30:00.0000000,0.1,A,36.30138889,-118.03527778,5,USFS,CA,,,
121247,-118.10138889,36.21805556,121248,122460,FS-347516,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,64,,,SUMMITT,,,,,,1999,1999-09-17 17:00:00.0000000,261,09:00:00.0000000,1,Lightning,1999-09-18 00:00:00.0000000,261.0,15:30:00.0000000,0.1,A,36.21805556,-118.10138889,5,USFS,CA,,,
121248,-118.25138889,36.70138889,121249,122461,FS-347517,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,8,,,SHEPARD,,,,,,1999,1999-06-26 17:00:00.0000000,178,11:15:00.0000000,4,Campfire,1999-06-27 00:00:00.0000000,178.0,13:00:00.0000000,0.1,A,36.70138889,-118.25138889,5,USFS,CA,,,
121249,-119.11888889,37.8516666700001,121250,122462,FS-347518,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,2,,5582,NUT BROWN #4,,,,,,1999,1999-05-15 17:00:00.0000000,136,10:30:00.0000000,4,Campfire,1999-05-16 00:00:00.0000000,136.0,11:30:00.0000000,0.1,A,37.85166667,-119.11888889,5,USFS,CA,,,
121250,-118.60222222,37.51888889,121251,122463,FS-347519,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,9,,1589,GRADE,,,,,,1999,1999-07-06 17:00:00.0000000,188,08:55:00.0000000,9,Miscellaneous,1999-07-07 00:00:00.0000000,188.0,10:00:00.0000000,0.1,A,37.51888889,-118.60222222,5,USFS,CA,,,
121251,-118.6025,37.6166666700001,121252,122464,FS-347520,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,37,,1400,CASA 2,,,,,,1999,1999-08-21 17:00:00.0000000,234,10:15:00.0000000,1,Lightning,1999-08-22 00:00:00.0000000,234.0,16:00:00.0000000,1.0,B,37.61666667,-118.6025,5,USFS,CA,,,
121252,-118.23527778,36.38472222,121253,122465,FS-347521,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,3,,,GEORGE,,,,,,1999,1999-05-22 17:00:00.0000000,143,10:30:00.0000000,1,Lightning,1999-05-23 00:00:00.0000000,143.0,13:50:00.0000000,0.1,A,36.38472222,-118.23527778,5,USFS,CA,,,
121253,-118.28416667,36.76833333,121254,122466,FS-347522,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,45,,,GARY,,,,,,1999,1999-08-23 17:00:00.0000000,236,14:35:00.0000000,1,Lightning,1999-08-24 00:00:00.0000000,236.0,18:30:00.0000000,0.1,A,36.76833333,-118.28416667,5,USFS,CA,,,
121254,-118.95222222,37.7663888900001,121255,122467,FS-347523,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,69,,1655,STUMP,,,,,,1999,1999-10-01 17:00:00.0000000,275,18:35:00.0000000,9,Miscellaneous,1999-10-02 00:00:00.0000000,275.0,19:30:00.0000000,0.1,A,37.76638889,-118.95222222,5,USFS,CA,,,
121255,-119.2025,37.7313888899999,121256,122468,FS-347524,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,75,,1660,TURKEY,,,,,,1999,1999-11-26 16:00:00.0000000,331,15:16:00.0000000,9,Miscellaneous,1999-11-28 00:00:00.0000000,332.0,09:23:00.0000000,0.1,A,37.73138889,-119.2025,5,USFS,CA,,,
121256,-119.09388889,38.0347222200001,121257,122469,FS-347525,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,76,,1661,DECHAMBEAU,,,,,,1999,1999-12-04 16:00:00.0000000,339,11:46:00.0000000,5,Debris Burning,1999-12-06 00:00:00.0000000,340.0,06:00:00.0000000,11.3,C,38.03472222,-119.09388889,5,USFS,CA,,,
121257,-119.02361111,37.79277778,121258,122470,FS-347526,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,77,,1662,POWER,,,,,,1999,1999-12-06 16:00:00.0000000,341,13:42:00.0000000,9,Miscellaneous,1999-12-07 00:00:00.0000000,341.0,15:52:00.0000000,0.5,B,37.79277778,-119.02361111,5,USFS,CA,,,
